ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Homonym,IndoAryan_Proto_Form,Inflection_Class,Main_Entry,Media_IDs,Morphemic_Form,Origin,Phonetic,Restrictions,Usage,Variant_Form,Vernacular
LX000553,phl,čúkru,adj,,,"cukrá- 'sour, sharp to the taste' (T: 4850)",Reg (Fem): čúkri,,,čukr-,,tɕúkro,,,,چُکروۡ
LX000554,phl,čukuṣóo,v.tr,,,,"L:a (Prs): čukuṣaáanu, (Pfv): čukuṣóolu, (Cv): čukuṣaá, (Imp): čukuṣá",,,čukúṣ-á,,tɕukuʂóo,,,,چُکُݜو
LX000555,phl,čúla,v.intr,,,"*cul- 'fidget, itch' (T: 4874)","L:cons (Prs): čuláanu, (Pfv): čulílu, (Cv): čulí, (Imp): čul",,,čul-,,tɕúla,,,,چُلہ
LX000556,phl,čulóo,v.tr,LX000555,,,"L:a (Prs): čulaáanu, (Pfv): čulóolu, (Cv): čulaá, (Imp): čulá",,,čul-á-,,tɕulóo,,,čulúu (Biori),چُلو
LX000557,phl,čumanéeṛi,n.fem:pn,,,,m-decl,,,,,tɕumanéeɽi,,,,چُمنیڑیۡ
LX000558,phl,čúṇu,adj,LX000541,,cūrṇa- '*pulverized (minute)' (T: 4889),Reg (Fem): čuṇi,,,čuṇ-,,tɕúɳo,,,,چُݨوۡ
LX000559,phl,čurúṛa,v.intr,,,,"L:cons (Prs): čuruṛáanu, (Pfv): čuruṛílu, (Cv): čuruṛí",,,čurúṛ-,,tɕurúɽa,,,,چُرُڑہ
LX000560,phl,čuruṭíi,v.tr,,,,"L:e (Prs): čuruṭáanu, (Pfv): čuruṭílu, (Cv): čuruṭí, (Imp): čuruṭá",,,čurúṭ-é-,,tɕuruʈíi,,,,چُرُٹی
LX000561,phl,čúṛi,n.fem,,,,m-decl (Pl): -m,,,,,tɕúɽi,,,,چُڑیۡ
LX000562,phl,čuṭí,n.fem,,,,a-decl (Pl): -á,,,,Urdu: čuṭṭii,tɕuʈí,,,,چُٹیۡ
LX000563,phl,čuṭíi,n.fem,,,,"a-decl (Obl, pl): -a",,,,,tɕuʈíi,,,,چُٹی
LX000564,phl,čúur,num,,,catúraḥ 'four (masc.acc.pl.)' (T: 4655),,,,čáur,,tɕúur,,,čáar (Biori),چُور
LX000565,phl,čuúr,n.fem,,,,i-decl (Obl): -í,,,,,tɕuúr,,,,چُور
LX000566,phl,čúur bhišá,MWE,LX000564 ; LX000343,,,,,,,,tɕúur bhiɕá,,,,چُور بِھشہ
LX000567,phl,čuuṣíi,v.tr,,,,"L:e (Prs): čuuṣáanu, (Pfv): čuuṣílu, (Cv): čuuṣí, (Imp): čuuṣá",,,čuuṣ-é-,,tɕuuʂíi,,,,چُوݜی
LX000568,phl,c̣aṇẓá,n.masc,,,,ee-decl (Pl): c̣aṇẓeé,,,,Khowar: ǰ̣anǰ̣a,ʈʂaɳɖʐá,,,,ڇنڙہ
LX000569,phl,c̣haaṇbharó,n.masc,LX000582 ; LX000303,,,"a-decl (Obl, pl): c̣haaṇbhará",,,,,ʈʂʰaaɳbharó,,,,ڇھاݨ بھروۡ
LX000570,phl,c̣haár,n.fem,,,kṣará- 'melting away; cloud (masc); water (neut)' (T: 3662),"i-decl (Obl, pl): c̣harí",,,c̣har-,,"ʈʂʰaár, ʂaár",,,c̣har (Biori),ڇھار
LX000571,phl,c̣hatróol,n.masc:pn,,,,a-decl (Obl): -a,,,c̣hetráal,,ʈʂʰatróol,,,c̣hetráal (Biori),ڇھترول
LX000572,phl,c̣héeṇi,n.fem,,,,m-decl (Pl): -m,,,c̣háaṇ-i,,ʈʂʰéeɳi,,,,ڇھیݨیۡ
LX000573,phl,c̣híik,n.masc,,,,"a-decl (Obl, pl): -a",,,,,ʈʂʰíik,,,,ڇِھیک
LX000574,phl,c̣hiikíi,v.tr,,,,"L:e (Prs): c̣hiikáanu, (Pfv): c̣hiikílu, (Cv): c̣hiikí",,,c̣híik-é-,,ʈʂʰiikíi,,,,ڇِھیکی
LX000575,phl,c̣híiku,adj,,,,Reg (Fem): c̣híiki,,,,,ʈʂʰíiko,,,,ڇِھیکوۡ
LX000576,phl,c̣hiír,n.masc,,,"kṣīrá- 'milk, thickened milk (neut)' (T: 3696)","a-decl (Obl, pl): -á",,,,,ʈʂʰiír,,,,ڇِھیر
LX000577,phl,c̣híiri,n.fem,,,kṣīrávat- 'furnished with milk' (T: 3700),m-decl (Pl): -m,,,,,ʈʂʰíiri,,,,ڇِھیری
LX000578,phl,c̣hiirgúlum,n.fem,LX000576,,,"a-decl (Obl, pl): -a",,,,,ʈʂʰiirɡúlum,,,,ڇھِیرگُلُم
LX000579,phl,c̣híitr,n.masc,,,kṣḗtra- 'land (neut)' (T: 3735),"a-decl (Obl, pl): -a",,,c̣héetr,,ʈʂʰíitr,,,c̣héetr (Biori),ڇِھیتر
LX000580,phl,c̣hiṇ,n.masc,,,kṣīṇá- 'worn away; feeble' (T: 3690),"a-decl (Obl, pl): -á",,,,,ʈʂʰiɳ,,,,ڇِھݨ
LX000581,phl,c̣hoók,n.masc:pn,,,,a-decl (Obl): -á,,,,,ʈʂʰoók,,,,ڇھوک
LX000582,phl,c̣hóoṇ,n.fem,,,,a-decl (Obl): -a,,,c̣háaṇ,,ʈʂʰóoɳ,,,c̣háaṇ (Biori),ڇھوݨ
LX000583,phl,c̣hoy,n.fem,,,"kṣōdita- 'crushed; anything ground, dust, meal' (T: 3750)",i-decl (Obl): -í,,,,,ʈʂʰoj,,,,ڇھوئیۡ
LX000584,phl,c̣hupíi,v.tr,,,*kṣupyatē 'is pressed' (T: 3719),"L:e (Prs): c̣hupáanu, (Pfv): c̣hupílu, (Cv): c̣hupí, (Imp): c̣hupá",,,c̣hup-é-,,ʈʂʰupíi,,,,ڇُھپی
LX000585,phl,c̣húuṇc̣u,adj,,,*sūn̆kṣa- 'straight' (T: 13548),Reg (Fem): c̣húuṇc̣i,,,c̣húuṇc̣-,,ʈʂʰuuɳʈʂo,,,,ڇُھونڇوۡ
LX000586,phl,c̣huúr,n.fem,,,"kṣurá- 'razor (m); sharp barb of arrow; (f. der.) knife, dagger' (T: 3727)","a-decl (Obl, pl): -a",,,,,ʈʂʰuúr,,,,ڇُھور
LX000587,phl,c̣iinkíi,v.intr,,,,"L:e (Prs): c̣iinkáanu, (Pfv): c̣iinkílu, (Cv): c̣iinkí, (Imp): c̣iinká",,,c̣íink-é-,,ʈʂiiŋkíi,,,,ڇِینکی
LX000588,phl,daádu,v.intr,,,,,LX000590,,,,daádu,,,,دادوۡ
LX000589,phl,daairá,n.masc,,,,ee-decl (Pl): daaireé,,,,,daajrá,,,,دائِرہ
LX000590,phl,daáǰa,v.intr,LX001077,,dahyátē 'is burnt' (T: 6248),"T/L:cons (Prs): daǰáanu, (Pfv Masc Sg): daádu, daǰílu, (Pfv Fem Sg): deédi, daǰíli, (Cv): daǰí, (Imp): dáaǰ",,,"daǰ-, daád-",,dáadʑa,,,,داجہ
LX000591,phl,daalaán,n.fem,,,,"i-decl (Obl, pl): daaleení",,,,,daalaán,,,,دالان
LX000592,phl,daaná,n.masc,,,,ee-decl (Pl): daaneé,,,,,daaná,,,,دانہ
LX000593,phl,dáand,n.masc,,1,dánta- 'tooth (masc)' (T: 6152),"a-decl (Obl, pl): -a",,,dánd,,dáand,,,dan (Biori),داند
LX000594,phl,dáand,n.masc,,2,dhánu- 'dry land (fem); desert (masc)' (T: 6724),"a-decl (Obl, pl): dandá",,,dand,,dáand,,,dand (Biori),داند
LX000595,phl,dáaṇu,n.masc,,,,"a-decl (Obl, pl): dáaṇa",,,,,dáaɳu,,,,داݨوۡ
LX000596,phl,dáar,n.masc,,,*dvara- 'door' (T: 6651),"a-decl (Obl, pl): dará",,,dar,,dáar,,,dar (Biori),دار
LX000597,phl,daarú,n.masc,,,,,,,,Urdu/Persian: daaruu,daarú,,,,داروۡ
LX000598,phl,daarulxilaafá,n.masc,,,,ee-decl (Pl): darulxilaafeé,,,,Urdu (Arabic): daarul-xilaafat,daarulxilaafá,,,,دارُلخِلافہ
LX000599,phl,dáaš,num,,,dáśa 'ten' (T: 6227),,,,daš,,dáaɕ,,,daš (Biori),داش
LX000600,phl,dáaš bhišá,MWE,LX000599 ; LX000343,,,,,,,,dáaɕ bhiɕá,,,"dúu sóo, dúu sáwa",داش بِھشہ
LX000601,phl,dáaš zára,MWE,LX000599 ; zir,,,,,,,,dáaɕ zára,,,,داش زرہ
LX000602,phl,daawá,n.masc,,,,ee-decl (Pl): daaweé,,,,,daawá,,,,داوہ
LX000603,phl,daawá thíi,v.tr:cjt.ninc,LX000602,,,,,,,,daawá tʰíi,Masc agr with non-verb element in pfv,,,داوہ تھی
LX000604,phl,daawát,n.fem,,,,i-decl (Obl): -í,,,,Urdu (Persian/Arabic): daawat,daawát,,Primarily used as a non-verb element in complex predicates,,دعوت
LX000605,phl,daawát díi,v.tr:cjt.ninc,LX000604,,,,,,,,daawát díi,Fem agr with non-verb element in pfv; postpositional object with the,,,دعوت دی
LX000606,phl,daaxíl,adj.inv,,,,,,,,Urdu (Arabic): daaxil,daaxíl,,Primarily used as a non-verb element in complex predicates,,داخِل
LX000607,phl,daaxíl bhíi,v.intr:cjt.inc,LX000606,,,,,,,,daaxíl bhíi,,,,داخِل بھی
LX000608,phl,dabdabá,n.masc,,,,,,,,Urdu (Arabic/Persian): dabdaba,dabdabá,,,,دبدبہ
LX000609,phl,dac̣híi,v.tr,,,"*dr̥kṣati, *dr̥akṣati 'sees' (T: 6507)","L:e (Prs): dac̣háanu, (Pfv): dac̣hílu, (Cv): dac̣hí, (Imp): dac̣há",,,dac̣h-é-,,daʈʂʰíi,,,dhayíi (Biori),دڇھی
LX000610,phl,daftár,n.fem,,,,"i-decl (Obl, pl): ̥-í",,,,Urdu (Persian): daftar,daftár,,,,دفتر
LX000611,phl,daíǰa,v.tr:pass,LX000696,,,"L:cons (Prs): daiǰáanu, (Pfv): daiǰílu, (Cv): daiǰí",,,de-íǰ-,,déjdʑa,,,deíǰe (Biori),دئجہ
LX000612,phl,dalái,n.fem,,,,"a-decl (Obl, pl): dalée",,,,,daléj,,,,دلئیۡ
LX000613,phl,damá,n.masc,,,,ee-decl (Pl): dameé,,,,Pashto: dama,damá,,Primarily used as a non-verb element in complex predicates,,دمہ
LX000614,phl,damá thíi,v.tr:cjt.ninc,LX000613,,,,,,,,damá tʰíi,Agr with non-verb element in pfv,,,دمہ تھی
LX000615,phl,damdaár,adj.inv,,,,,,,,Persian 'comet'?: dum-daar,damdaár,,,,دمدار
LX000616,phl,dandoór,n.masc,LX000594,,,"a-decl (Obl, pl): -á",,,,,dandoór,,,,دندور
LX000617,phl,dapáara,post,,,,,,,,Pashto: dapaarah,dapáara,With preceding genitive nominal argument or an ablative pro-form.,,pándee (Biori),دپارہ
LX000618,phl,darák,n.fem,,,,i-decl (Obl): -í,,,,Pashto: darak,darák,,Primarily used as a non-verb element in complex predicates,,درک
LX000619,phl,darák na bhíi,v.intr:cjt.ninc,LX000618 ; na_1,,,,,,,,darák na bhíi,Fem agreement with non-verb element; possessive complement,,,درک نہ بھی
LX000620,phl,darǰá,n.masc,,,,ee-decl (Pl): darǰeé,,,,Urdu (Persian): daraǰa,dardʑá,,,,درجہ
LX000621,phl,darǰám,n.masc,,,,"a-decl (Obl, Pl): -á",,,,,dardʑám,,,,درجم
LX000622,phl,darkáambali,n.fem,LX000596,,,m-decl (Pl): -m,,,,,darkáambali,,,,درکامبلیۡ
LX000623,phl,darúṛi,n.fem,LX000596,,*dvara- 'door' (T: 6651),m-decl (Pl): -m,,,,,darúɽi,,,,درُڑیۡ
LX000624,phl,darwoozá,n.fem,LX000596,,,ee-decl (Pl): darwoozeé,,,,Urdu (Persian): darwaaza,darwoozá,,,darwaazá,دروازہ
LX000625,phl,dasturá,n.masc,,,,ee-decl (Pl): -eé,,,,Pashto/Urdu (Persian): dastuur,dasturá,,,dastúr ; dastúur (Biori),دستورہ
LX000626,phl,dašeé,num,LX000599,,,,,,,,daɕeé,,,,دشے
LX000627,phl,dašúm,num,,,,,LX000599,,,,daɕúm,,,,دشُم
LX000628,phl,dašúma,det,LX000599,,,,,,,,daɕúma,,,,دشُمہ
LX000629,phl,daulát,n.fem,,,,"i-decl (Obl, pl): -í",,,,Persian (Arabic): daulat,dawlát,,,,دولت
LX000630,phl,dauraán,n.fem,LX000632,,,"i-decl (Obl, pl): daureení",,,,,dawraán,,,,دوران
LX000631,phl,dawóo,v.tr,LX000696,,dāpáyati 'causes to be given' (T: 6276),"L:a (Prs): dawaáanu, (Pfv): dawóolu, (Cv): dawaá, (Imp): dawá",,,de-á-,,dawóo,,,dawúu (Biori),دوو
LX000632,phl,dáwur,n.masc,,,,"a-decl (Obl, pl): dáwra",,,,Urdu (Arabic): daur,dáwur,,,dóor (Biori),دوُر
de,phl,de,aux,LX000940 ; LX000941,,,,,,,,de,"Added to verbs to form Past Imperfective and Pluperfect, alternatively occurring in final position in copula-less nonverbal predicates to indicate past tense reference.",,,دےۡ
LX000633,phl,deé,post,,,,,,,,,deé,,,dapáara ; pándee (Biori),دے
LX000634,phl,deec̣hineetí,adv.sp,LX000635,,,,,,,,deeʈʂʰineetí,,,deeṣineetí ; deec̣humeetí (Biori),دیڇھِنیتیۡ
LX000635,phl,deec̣híṇu,adj,,,dákṣiṇa- 'right (hand); southern' (T: 6119),Reg (Fem): deec̣híṇi,,,deec̣híṇ-,,"deeʈʂʰiɳo, deeʂiɳo",,,,دیڇِھݨوۡ
LX000636,phl,déedi,n.fem,LX000711,,*dādda- 'father or elderly relative' (T: 6261),m-decl (Pl): -m,,,,,déedi,,,,دیدیۡ
LX000637,phl,deédi,v.intr,,,,,LX000590,,,,deédi,,,,دیدیۡ
LX000638,phl,déeṇi,n.fem,,,,m-decl (Pl): -m,,,,,déeɳi,,,,دیݨیۡ
LX000639,phl,deerá,n.masc,,,,ee-decl (Pl): deereé,,,,Pashto: dera,deerá,,,,دیرہ
LX000640,phl,déeṛi,n.fem,,,"*dām̆ṣṭra- 'fang, tusk, beard' (T: 6250)",m-decl (Pl): -m,,,,,déeɽi,,,,دیڑیۡ
LX000641,phl,deés,n.masc,LX001894,,divasá- 'heaven; day (masc)' (T: 6333),"a-decl (Obl, pl): -á",,,,,deés,,,,دیس
LX000642,phl,deeúli,n.fem:pn,,,,,,,,,deewúli,,,díir (Biori),دیوُلیۡ
LX000643,phl,deéw,n.masc,,,,"aan-decl (Obl): -á, (Pl): -aán",,,,Pashto (Persian): dew,deéw,,,,دیوۡ
LX000644,phl,deegčái,n.fem,,,,"a-decl (Obl, pl): deegčée",,,,Urdu (Persian): degčii,deeɡtɕéj,,,,دیگچئیۡ
LX000645,phl,dháama,v.intr,,,*dhrāta- 'satisfied' (T: 6890),"T (Prs): dhamáanu, (Pfv): dháatu, (Cv): dhamí, (Imp): dháam",,,"dham-, dháat-",,dháama,,,,دھامہ
LX000646,phl,dhaán,n.masc,,,,a-decl (Obl): dhaná,,,dhan,,dhaán,,With plural reference,,دھان
LX000647,phl,dháara,v.intr,,,,"T (Prs): dharáanu, (Pfv): dharíitu, (Cv): dharí, (Imp): dháar",,,"dhar-, dhar-íit-",,dháara,,,dháare (Biori),دھارہ
LX000648,phl,dhaataár,n.masc,,,*dhmātra- 'fireplace' (T: 6888),"a-decl (Obl, pl): dhaatará",,,dhaatár,,dhaataár,,,dhaatár (Biori),دھاتار
LX000649,phl,dháatu,v.intr,,,,,LX000645,,,,dháatu,,,,دھاتوۡ
LX000650,phl,dhamareét,n.masc:pn,,,,a-decl (Obl): -á,,,,,dhamareét,,,,دھمریت
LX000651,phl,dhanamóos,n.masc,LX000646 ; LX001474,,,a-decl (Obl): -a,,,,,dhanamóos,,,,دھنہ موس
LX000652,phl,dharaáṇ,n.fem,,,dharáṇī- 'ground (fem)' (T: 6744),i-decl (Obl): dharaṇí,,,dharáṇ,,dharaáɳ,,,dharáṇ (Biori),دھراݨ
LX000653,phl,dharándi,adv.sp,,,,,,,,,dharándi,,,dharéndi ; dharédi (Biori),دھرندیۡ
LX000654,phl,dharíitu,v.intr,,,,,LX000647,,,,dharíito,,,,دھرِیتوۡ
LX000655,phl,dharóo,v.tr,LX000647,,,"L:a (Prs): dharaáanu, (Pfv): dharóolu, (Cv): dharaá, (Imp): dhará",,,dhar-á-,,dharóo,,,,دھرو
LX000656,phl,dheedíi,n.fem,,,,a-decl (Obl): -a,,,,,dheedíi,,,,دھیدی
LX000657,phl,dhéeni,n.fem,,,,m-decl (Pl): -m,,,,,dhéeni,,,,دھینیۡ
LX000658,phl,dheeróoṇ,n.masc,,,,"a-decl (Obl, pl): -a",,,,,dheeróoɳ,,,,دھیروݨ
LX000659,phl,dheeṛúm,n.masc,,,dāḍima- 'pomegranate tree (masc); its fruit (neut)' (T: 6254),"a-decl (Obl, pl): -á",,,,,dheeɽúm,,,,دھیڑُم
LX000660,phl,dhéeti,v.intr,,,,,LX000645,,,,dhéeti,,,,دھیتیۡ
LX000661,phl,dhiaáṛ,n.fem,,,,i-decl (Obl): dhieeṛí,,,,,djhaáɽ,,,,دِھئاڑ
LX000662,phl,dhií,n.fem,,,duhitŕ̥- 'daughter (fem)' (T: 6481),"a-decl (Obl, pl): dhiá",,,,,dhií,,,,دھی
LX000663,phl,dhiúuṛi,n.fem,LX000664 ; LX000662,,*duhitr̥kuḍikā- 'daughter's child (fem)' (T: 6482),m-decl (Pl): -m,,,,,djhúuɽi,,,,دِھئُوڑیۡ
LX000664,phl,dhiúuṛu,n.masc,LX000663 ; LX000662 ; LX001659,,*duhitr̥kuḍaka- 'daughter's child (m)' (T: 6482),"a-decl (Obl, pl): dhiúuṛa",,,,,djʰúuɽo,,,,دِھئُوڑوۡ
LX000665,phl,dhoíi,v.tr,,,dōháyati 'causes to be milked or to give milk' (T: 6592),"L:e (Prs): dhoáanu, (Pfv): dhoílu, (Cv): dhoí, (Imp): dhowá",,,dho-é-,,dhojíi,,,dhóo,دھوۡئی
LX000666,phl,dhóo,v.tr,,,"*dhuvati, dhūtá- 'washes; rinsed (of soma)' (T: 6833)","L:a (Prs): dhuaáanu, (Pfv Masc sg): dhóolu, (Pfv Fem sg): dhuéeli, (Cv): dhuaá, (Imp): dhuá",,,dhu-á-,,dhóo,,,dhuwúu (Biori),دھو
LX000667,phl,dhoóṛ,adv.tm,LX000345,,"dōṣá- 'night, night personified (fem)' (T: 6590)",,,,,,dhoóɽ,,,,دھوڑ
LX000668,phl,dhoóṛ tií,MWE,LX000667 ; LX002236,,,,,,,,dhoóɽ tií,,,,دھوڑ تی
LX000669,phl,dhoóṛoo niigiraá,MWE,LX000667 ; LX001604,,,,,,,,dhoóɽoo niiɡiraá,,,,دھوڑو نِیگِرا
LX000670,phl,dhooṛúku,adj,LX000667,,,Reg (Fem): dhooṛúki,,,dhoóṛ-uk-,,dhooɽúko,,,,دھوڑُکوۡ
LX000671,phl,dhráac̣,n.fem,,,"drā́kṣā- 'vine, grape (fem)' (T: 6628)","a-decl (Obl, pl): -a",,,dhrac̣,,drháaʈʂ,,,dhrac̣ (Biori),دھراڇ
LX000672,phl,dhraáǰa,v.intr,,,†*drāhyatē 'is stretched out' (T: 14633),"L:cons (Prs): dhraǰáanu, (Pfv): dhraǰílu, (Cv): dhraǰí, (Imp): dhráaǰ",,,dhraǰ-,,drháadʑa,,,draáǰe (Biori),دھراجہ
LX000673,phl,dhraǰóo,v.tr,LX000672,,,"L:a (Prs): dhraǰaáanu, (Pfv): dhraǰóolu, (Cv): dhraǰaá, (Imp): dhraǰá",,,dhraǰ-á-,,drhadʑóo,,,draǰúu (Biori),دھرجو
LX000674,phl,dhrakíi,v.tr,,,*drakk- 'drag' (T: 6613),"L:e (Prs): dhrakáanu, (Pfv): dhrakílu, (Cv): dhrakí, (Imp): dhraká",,,dhrak-é-,,drhakíi,,,,دھرکی
LX000675,phl,dhreég,adj.inv,,,dairghá- 'length (neut)' (T: 6568),,,,,,drheéɡ,,Primarily used as a non-verb element in complex predicates.,,دھریگ
LX000676,phl,dhreég díi,v.intr:cjt.inc,LX000675,,,,,,,,dhreéɡ díi,,,,دھریگ دی
LX000677,phl,dhriikíi,v.tr,,,,"L:e (Prs): dhriikáanu, (Pfv): dhriikílu, (Cv): dhriikí, (Imp): dhriiká",,,dhríik-é-,,dhriikíi,,,,دھرِیکی
LX000678,phl,dhríṣṭu,v.tr,,,,,LX001685,,,,"drhíiʂʈo, drhíʂʈo",,,,دھرِیݜٹوۡ
LX000679,phl,dhrigóokam,adv:mann,LX000680,,,,,,,,dhriɡóokam,,,,دھرِگوکم
LX000680,phl,dhrígu,adj,,,"dīrghá- 'long, tall, deep' (T: 6368)",Reg (Fem): dhrígi,,,dhríg-,,drhíɡo,,,,دھرِگوۡ
LX000681,phl,dhrumanaám,n.masc,,,,,,,,,drhumanaám,,,,دھرُمنام
LX000682,phl,dhrúuk,n.masc,,,"durgá- 'impassable; difficult passage, danger' (T: 6429)","a-decl (Obl, pl): -a",,,,,drhúuk,,,dhráak (Biori),دھرُوک
LX000683,phl,dhruusíi,v.tr,,,,"L:e (Prs): dhruusáanu, (Pfv): dhruusílu, (Cv): dhruusí, (Imp): dhruusá",,,dhrúus-é,,drhuusíi,,,,دھرُوسی
LX000684,phl,dhrúu~ṣ,n.masc:pn,,,,a-decl (Obl): -a,,,,,drhṹũʂ,,,dhráa~ṣ (Biori),دھرُونّݜ
LX000685,phl,dhueé,det,LX000754,1,,,,,,,dwheé,,,duheé,دُھوے
LX000686,phl,dhueé,pron:ind,,2,,,,,,,dwheé,,,,دُھوے
LX000687,phl,dhuím,num,,,,,LX000754,,,,dhujím,,,,دُھئِم
LX000688,phl,dhuíma,det,LX000754,,,,LX000695,,,,dhujíma,,,dhuíima,دُھئِمہ
LX000689,phl,dhuimeém,pron:ind,,,,,LX000686,,,,dhujmeém,,,,دُھئمیم
dhun,phl,dhun,n.fem,,,,i-decl (Obl): -í,,,,,dhun,,,,دُھن
LX000690,phl,dhuniaá,n.masc,,,,,,,,,dhunjaá,,,,دُھنئا
dhut,phl,dhut,n.masc,,,"*dutta-,*dhutta- 'beak, trunk, snout; contemptous term for mouth (neut)' (T: 5853)","a-decl (Obl, pl): -a",,,,,dhut,,,,دُھت
LX000691,phl,dhuumíi,n.fem,,,dhūmikā- 'smoke; fog (fem)' (T: 6849),a-decl (Obl): -a,,,,,dhuumíi,,,,دُھومی
LX000692,phl,dhuúr thíi,v.tr:cjt.inc,,,,,,,,,dhuúr tʰíi,,,,دُھور تھی
LX000693,phl,dhúura,adv.sp,,,dūrá- 'distant; distance (neut)' (T: 6495),,,,,,dhúura,,,,دُھورہ
LX000694,phl,dhuurá,adv.mann,,,,,,,,,dhuurá,,,,دُھورہ
LX000695,phl,dhuyáama,det,LX000754,,,,,,,,dhujáama,,,"dhuíima, dhuíma ; dhuyúme, duíime (Biori)",دُھیامہ
LX000696,phl,díi,v.tr,LX000631 ; LX000611,1,dádāti 'gives' (T: 6141) ; *ditta 'given' (T: 6140),"T (Prs): dáanu, (Pfv): dítu, (Cv): de, (Imp): da",,,"de-, dit-",,díi,,Used in a large number of complex predicates,,دی
LX000697,phl,díi,post,,3,,,,,,,díi,With preceding oblique nominal argument or an accusative pro-form.,,,دی
LX000698,phl,díi,v.intr,,2,,"T (Prs): dáanu, (Pfv): dítu, (Cv): de",,,"de-, dit-",,díi,,Used in a large number of complex predicates,,دی
LX000699,phl,díi dhúura,MWE,LX000697 ; LX000693,,,,,,,,díi dhúura,With preceding oblique nominal argument.,,,دی دُھورہ
LX000700,phl,díi ɣéer,MWE,LX000697,,,,,,,Persian (Arabic)?: ba-ɣair,díi ɣéer,,,,دی غیر
LX000701,phl,díi maxadúši,MWE,LX000697 ; LX001446,,,,,,,,díi maxadúɕi,,,,دی مخدُشیۡ
LX000702,phl,díi muṣṭú,MWE,LX000697 ; LX001538,,,,,,,,díi muʂʈú,,,díi maxadúši ; díi muxáak (Biori),دی مُݜٹوۡ
LX000703,phl,díir,n.masc,,,"dēvará-, dḗvara- 'husband's younger brother' (T: 6546)","a-decl (Obl, pl): -a",,,déer,,díir,,,déer (Biori),دِیر
LX000704,phl,díiš,n.masc,,,"dēšá 'point, region, part; province, country (masc)' (T: 6547)","a-decl (Obl, pl): -a",,,déeš,,díiɕ,,,déeš (Biori),دِیش
LX000705,phl,dimaáɣ,n.fem,,,,i-decl (Obl): dimeeɣí,,,,Urdu/Persian (Arabic): dimaaɣ,dimaáɣ,,,,دِماغ
LX000706,phl,díṛi,n.fem,,,,m-decl (Pl): ̥-m,,,,,diɽi,,,,دِڑیۡ
LX000707,phl,diṣṭ,n.fem,,,diṣṭi- 'a measure of length (fem)' (T: 6343),"i-decl (Obl, pl): -í",,,,,diʂʈ,,,,دِݜٹ
LX000708,phl,dítu,v.tr,,1,,,LX000696,,,,díto,,,,دِتوۡ
LX000709,phl,dítu,v.tr,,2,,,LX000698,,,,díto,,,,دِتوۡ
LX000710,phl,diwiší,n.masc,,,,a-decl (Pl): -á,,,,,diwiɕí,,,,دِوِشیۡ
LX000711,phl,dóodu,n.masc,LX000636,,*dādda- 'father or other elderly relative' (T: 6261),"a-decl (Obl, pl): dóoda, (Voc): dóod",,,,,dóodo,,,dúudu (Biori),دودوۡ
LX000712,phl,doóst,n.masc,,,,"a-decl (Obl): -á, (Pl): -aán",,,,Urdu (Persian): dost,doóst,,,,دوست
LX000713,phl,doostí,n.fem,LX000712,,,,,,,,doostí,,,,دوستیۡ
LX000714,phl,doozáx,n.fem,,,,i-decl (Obl): -í,,,,Persian: dozax,doozáx,,,,دوزخ
LX000715,phl,duaá,n.masc,,,,aan-decl (Pl): duagaán,,,,Urdu (Arabic): duˈaa,duwaá,,Primarily used as a non-verb element in complex predicates,,دعا
LX000716,phl,duaá thíi,v.tr:cjt.ninc,LX000715,,,,,,,,duwaá tʰíi,Masc agr with non-verb element in pfv,,,دعا تھی
LX000717,phl,dubaará,adv.tm,,,,,,,,Pashto (Persian): do-baara,dubaará,,,,دُبارہ
LX000718,phl,dúbhiša,num,LX000754 ; LX000343,,,,,,,,dúbhiɕa,,,dúu bhišá,دُبِھشہ
LX000719,phl,dúbhišee áak,MWE,LX000754 ; LX000343 ; LX000019,,,,,,,,dúbhiɕee áak,,,,دُبِھشے آک
LX000720,phl,dúbhišee áaṣṭ,MWE,LX000754 ; LX000343 ; LX000055,,,,,,,,dúbhiɕee áaʂʈ,,,,دُبِھشے آݜٹ
LX000721,phl,dúbhišee akóoš,MWE,LX000754 ; LX000343 ; LX000109,,,,,,,,dúbhiɕee akóoɕ,,,,دُبِھشے اکوش
LX000722,phl,dúbhišee aṇabhiíš,MWE,LX000754 ; LX000343 ; LX000150,,,,,,,,dúbhiɕee aɳabhiíɕ,,,,دُبِھشے اݨبِھش
LX000723,phl,dúbhišee aṣṭóoš,MWE,LX000754 ; LX000343 ; LX000181,,,,,,,,dúbhiɕee aʂʈóoɕ,,,,دُبِھشے اݜٹوش
LX000724,phl,dúbhišee bóoš,MWE,LX000754 ; LX000343 ; LX000426,,,,,,,,dúbhiɕee bóoɕ,,,,دُبِھشے بوش
LX000725,phl,dúbhišee čandíiš,MWE,LX000754 ; LX000343 ; LX000489,,,,,,,,dúbhiɕee tɕandíiɕ,,,,دُبِھشے چندِیش
LX000726,phl,dúbhišee čúur,MWE,LX000754 ; LX000343 ; LX000564,,,,,,,,dúbhiɕee tɕúur,,,,دُبِھشے چُور
LX000727,phl,dúbhišee dáaš,MWE,LX000754 ; LX000343 ; LX000599,,,,,,,,dúbhiɕee dáaɕ,,,,دُبِھشے داش
